ID,Player_Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots_On_Target,Conversion_percentage,Big_Chances_Missed,Hit_Woodwork,Offsides,Touches,Passes,Successful_Passes,Passes_Percentage,Crosses,Successful_Crosses,Crosses_Percentage,Final_Third_Passes,Successful_Final_Third_Passes,Final_Third_Passes_Percentage,Through_Balls,Carries,Progressive_Carries,Carries_Ended_with_Goal,Carries_Ended_with_Assist,Carries_Ended_with_Shot,Carries_Ended_with_Chance,Possession_Won,Dispossessed,Clean_Sheets,Clearances,Interceptions,Blocks,Tackles,Ground_Duels,Ground_Duels_Won,gDuels_Percentage,Aerial_Duels,Aerial_Duels_Won,Aerial_Duels_Percentage,Goals_Conceded,xG_Threat_Conceded,Own_Goals,Fouls,Yellow_Cards,Red_Cards,Saves,Saves_Percentage,Penalties_Saved,Clearances_Off_Line,Punches,High_Claims,Goals_Prevented,xG,npxG,xAG,Market_Value_In_Millions
271,Michael Keane,Everton,England,CB,14,1046,3,0,10,2,0,1,1,0,518,797,725,91,0,0,0,86,69,80,0,188,77,0,2,0,2,63,0,3,65,10,8,12,48,23,48,39,19,49,0,0,0,9,5,0,0,0,0,0,0,0,0,7.9,7.9,1.8,5.000
558,Ashley Young,Everton,England,RB,32,1869,1,3,6,0,0,0,0,0,1238,671,578,86,10,2,20,175,140,80,0,130,63,0,0,0,0,49,1,7,56,23,10,58,79,46,58,41,23,56,0,0,0,30,7,1,0,0,0,0,0,0,0,1.6,1.6,2.1,0.500
135,Roman Dixon,Everton,England,RB,1,90,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,1.5,0.200
189,James Garner,Everton,England,DM,21,1594,0,1,12,7,8,0,1,0,1024,1233,963,78,56,11,20,292,187,64,1,212,113,0,1,5,2,88,9,4,34,46,17,47,189,111,59,125,69,55,0,0,0,20,5,0,0,0,0,0,0,0,0,0.3,0.3,0,18.000
33,Harrison Armstrong,Everton,England,CM,3,47,0,0,1,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2.7,2.7,1.6,0.800
243,Tim Iroegbunam,Everton,England,CM,18,564,0,0,5,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,11,0,0,29,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,9.000
338,Dwight McNeil,Everton,England,LW,21,1371,4,0,25,29,8,1,0,1,827,914,745,82,29,7,24,352,239,68,11,398,176,1,2,25,15,146,33,3,2,11,0,13,296,157,53,44,7,16,0,0,0,6,1,0,0,0,0,0,0,0,0,1.8,1.8,2.6,25.000
221,Jack Harrison,Everton,England,LW,34,2083,1,0,29,10,28,4,0,4,1041,943,803,85,15,3,20,256,188,73,0,152,74,0,0,1,1,63,41,2,31,16,3,32,82,38,46,36,20,56,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14.000
32,Adam Armstrong,Everton,England,ST,20,1252,2,2,26,9,8,5,1,9,405,269,225,84,14,3,21,111,85,77,0,95,42,0,1,5,3,23,18,1,8,3,1,12,72,23,32,14,5,36,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,12.000
81,Dominic Calvert-Lewin,Everton,England,ST,26,1613,3,1,50,26,15,16,1,27,596,353,252,71,4,1,25,150,100,67,3,157,74,0,1,12,5,38,33,3,23,1,9,9,198,71,36,107,46,43,0,0,0,27,2,0,0,0,0,0,0,0,0,0.8,0.8,1.1,16.000
457,Ryan Sessegnon,Fulham,England,LB,16,580,4,2,14,0,0,2,0,1,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,27,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,5,5,6.9,15.000
419,Harrison Reed,Fulham,England,CM,12,92,0,0,3,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1.1,1.1,1.2,6.000
468,Emile Smith Rowe,Fulham,England,AM,34,2061,6,3,37,2,14,2,1,4,1279,996,855,86,2,0,0,114,61,54,1,267,107,0,0,2,1,83,18,0,16,12,13,31,64,44,69,46,26,57,0,0,0,19,3,0,0,0,0,0,0,0,0,1.6,1.6,1.1,30.000
278,Joshua King,Fulham,England,AM,8,126,0,0,3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.2,0.2,1.2,1.000
194,Martial Godo,Fulham,England,LW,2,21,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1,1.1,1.7,0.600
371,Reiss Nelson,Fulham,England,LW,12,488,1,1,12,0,0,1,0,1,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,9,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,4.9,4.9,5.5,16.000
476,Jay Stansfield,Fulham,England,ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,11.000
398,Alex Palmer,Ipswich Town,England,GK,13,1170,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,30,26,0,1,2,0,45,60,0,0,0,20,-2.2,2.1,2.1,0.7,1.000
531,Christian Walton,Ipswich Town,England,GK,7,630,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,12,0,2.2,2.2,0.7,1.000
193,Ben Godfrey,Ipswich Town,England,CB,3,159,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.1,7.1,4.4,6.000
152,George Edmundson,Ipswich Town,England,CB,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800
206,Jacob Greaves,Ipswich Town,England,CB,25,2205,1,0,10,15,19,2,1,1,1447,844,637,76,119,22,19,419,307,73,5,315,172,1,3,13,9,98,0,2,144,13,0,40,181,78,43,21,5,24,0,0,0,16,5,0,0,0,0,0,0,0,0,0.7,0.7,0.9,18.000
554,Luke Woolfenden,Ipswich Town,England,CB,15,1186,0,0,1,2,0,0,0,1,702,442,363,82,31,4,13,130,104,80,0,108,61,0,1,0,5,39,0,1,76,4,5,9,72,35,49,24,10,42,0,0,0,5,2,0,0,0,0,1,0,0,0,0.5,0.5,1.4,2.000
258,Ben Johnson,Ipswich Town,England,RB,23,1348,1,2,7,2,0,3,1,0,660,590,510,86,17,3,18,220,174,79,1,92,60,0,1,3,1,37,17,0,53,16,8,38,67,25,37,27,18,67,0,0,0,27,3,1,0,0,0,0,0,0,0,0,0,0,8.000
97,Harry Clarke,Ipswich Town,England,RB,7,378,0,0,1,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,5,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0.2,0.2,0.8,4.500
506,Conor Townsend,Ipswich Town,England,LB,6,335,0,0,1,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,11,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1.4,1.4,0.9,0.800
120,Leif Davis,Ipswich Town,England,LB,33,2746,1,2,16,1,0,0,1,5,1641,757,700,93,1,1,100,93,81,87,2,207,111,0,0,0,1,46,16,2,71,18,3,46,54,33,61,32,16,50,0,0,0,27,5,1,0,0,0,0,0,0,0,0,0,0,22.000
406,Kalvin Phillips,Ipswich Town,England,DM,19,1239,0,0,11,8,3,0,0,0,787,328,275,84,26,8,31,147,112,76,0,218,139,0,1,13,5,63,10,1,35,6,4,35,179,72,40,40,13,33,0,0,0,28,4,1,0,0,0,0,0,0,0,1.3,1.3,0.4,12.000
239,Omari Hutchinson,Ipswich Town,England,AM,31,2590,3,2,45,6,6,2,1,6,1399,483,436,90,6,1,17,147,126,86,0,114,39,0,0,5,2,49,58,0,7,21,2,32,95,47,50,14,6,43,0,0,0,0,5,0,0,0,0,0,0,0,0,0.3,0.3,0.3,22.000
98,Jack Clarke,Ipswich Town,England,LW,32,1170,0,4,17,7,3,2,1,3,625,513,376,73,89,16,18,234,149,64,4,219,131,1,0,9,11,73,22,0,23,10,2,32,212,84,40,32,4,13,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,15.000
407,Jaden Philogene Bidace,Ipswich Town,England,LW,21,800,2,0,19,0,0,4,0,2,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,8,0,0,25,0,0,0,0,0,0,0,0,0,20,3,1,0,0,0,0,0,0,0,0,0,0,16.000
90,Conor Chaplin,Ipswich Town,England,ST,22,854,1,1,16,0,0,1,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,15,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,6.000
124,Liam Delap,Ipswich Town,England,ST,37,2612,0,2,68,6,12,10,3,14,821,1314,1183,90,9,3,33,211,157,74,5,349,224,0,1,2,2,81,60,0,28,32,8,11,94,53,56,29,16,55,0,0,0,72,12,0,0,0,0,0,0,0,0,1,1,4.9,40.000
100,Conor Coady,Leicester City,England,CB,22,1713,1,0,2,1,0,0,0,1,1226,558,484,87,0,0,0,69,36,52,1,121,56,0,0,0,2,35,3,2,71,9,11,13,32,21,66,32,21,66,0,0,0,8,3,0,0,0,0,1,0,0,0,1.8,1.8,3.5,2.200
264,James Justin,Leicester City,England,RB,36,2920,2,2,25,17,23,2,1,2,2033,1147,995,87,36,9,25,500,398,80,12,342,147,1,3,14,12,76,15,2,115,12,4,58,238,128,54,13,5,39,0,0,0,29,6,0,0,0,0,0,0,0,0,8.9,5,5,13.000
17,Olabade Aluko,Leicester City,England,RB,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.000
497,Luke Thomas,Leicester City,England,LB,14,1112,0,0,5,0,0,0,0,0,799,559,495,89,0,0,0,64,36,56,0,150,81,0,0,0,0,38,4,2,45,19,13,31,19,11,58,30,15,50,0,0,0,16,3,0,0,0,0,0,0,0,0,1.6,1.6,1.7,6.000
549,Harry Winks,Leicester City,England,DM,22,1540,0,2,10,21,14,0,0,0,1194,548,450,82,47,14,30,290,227,78,5,278,157,5,0,29,10,55,8,0,18,6,2,24,140,61,44,22,7,32,0,0,0,9,4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,9.000
465,Oliver Skipp,Leicester City,England,DM,24,1120,0,0,5,40,19,0,0,0,643,414,307,74,7,0,0,211,144,68,1,162,105,2,0,18,5,43,7,1,10,8,3,21,164,53,32,126,52,41,0,0,0,21,8,0,0,0,0,0,0,0,0,0.9,0.9,2.8,10.000
195,Michael Golding,Leicester City,England,CM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.000
19,Will Alves,Leicester City,England,AM,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.8,0.400
352,Jeremy Monga,Leicester City,England,LW,7,105,0,0,3,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.1,0.000
330,Stephy Mavididi,Leicester City,England,LW,30,1613,4,1,26,8,5,3,0,3,957,2124,1872,88,10,1,10,346,252,73,3,446,248,0,0,0,0,123,35,0,13,30,40,34,100,45,45,113,63,56,0,0,0,18,2,0,0,0,0,0,0,0,0,0.3,0.3,3.2,10.000
165,Jake Evans,Leicester City,England,ST,4,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,1.4,0.150
521,Jamie Vardy,Leicester City,England,ST,35,2839,9,0,58,3,40,14,1,27,631,1683,1563,93,1,0,0,124,94,76,0,250,96,0,0,0,0,106,14,0,24,56,34,19,99,51,52,109,72,66,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,1.000
414,Jarell Quansah,Liverpool,England,CB,13,488,0,0,1,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0.1,0.1,0,20.000
200,Joe Gomez,Liverpool,England,CB,9,519,0,0,3,0,0,1,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,0,0,13,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.1,0.1,0,20.000
14,Trent Alexander-Arnold,Liverpool,England,RB,33,2377,3,6,45,7,17,2,3,1,2321,1094,944,86,10,1,10,170,122,72,2,184,93,0,0,0,2,85,15,4,48,29,12,72,104,61,59,76,45,59,0,0,0,11,5,0,0,0,0,0,0,0,0,1.7,1.7,1.6,75.000
261,Curtis Jones,Liverpool,England,CM,33,1710,3,3,34,4,0,5,0,0,1367,718,592,83,16,3,19,213,165,78,4,161,76,0,0,6,3,89,36,1,8,18,5,39,158,75,48,17,4,24,0,0,0,18,1,1,0,0,0,0,0,0,0,3,3,0.7,45.000
157,Harvey Elliott,Liverpool,England,AM,18,360,1,2,17,0,0,0,1,1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.000
117,Jayden Danns,Liverpool,England,ST,1,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.1,0.800
463,Jahmai Simpson-Pusey,Manchester City,England,CB,2,95,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0.7,0.9,5.000
482,John Stones,Manchester City,England,CB,11,545,2,0,2,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,25.000
529,Kyle Walker,Manchester City,England,RB,15,967,0,0,5,6,0,0,0,1,909,1495,1353,91,51,8,16,432,362,84,5,524,315,0,1,11,9,135,2,0,11,19,14,17,259,134,52,32,11,34,0,0,0,6,3,0,0,0,0,0,0,0,0,2.7,2.7,0.4,4.000
298,Rico Lewis,Manchester City,England,RB,28,1891,1,2,10,6,9,2,1,0,1559,1068,942,88,4,2,50,273,228,84,4,254,100,0,0,2,2,121,19,3,40,40,8,30,140,59,42,68,36,53,0,0,0,12,3,1,0,0,0,0,0,0,0,3.4,3.4,1,40.000
397,Nico O'Reilly,Manchester City,England,LB,9,527,2,0,8,0,0,0,0,1,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,10,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18.000
334,James McAtee,Manchester City,England,AM,15,342,3,0,12,0,0,3,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0.5,20.000
177,Phil Foden,Manchester City,England,AM,28,1779,7,2,54,1,0,3,1,3,1217,836,712,85,1,1,100,106,60,57,1,250,105,0,0,0,0,48,31,1,7,15,16,13,32,19,59,57,34,60,0,0,0,5,2,0,0,0,0,0,0,0,0,0.4,0.4,1.6,100.000
205,Jack Grealish,Manchester City,England,LW,20,715,1,0,15,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,5,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0.7,0.7,0.9,28.000
359,Divin Mubama,Manchester City,England,ST,1,27,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4.000
224,Ayden Heaven,Manchester United,England,CB,4,171,0,0,2,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4.6,4.3,2.1,5.000
316,Harry Maguire,Manchester United,England,CB,27,1757,1,0,15,17,14,4,1,2,1356,399,311,78,12,2,17,207,149,72,1,128,56,1,0,11,3,55,0,2,77,7,1,30,84,51,61,25,5,20,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,13.000
183,Tyler Fredricson,Manchester United,England,CB,2,166,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,6.1,6.8,3.000
20,Harry Amass,Manchester United,England,LB,5,346,0,0,3,0,0,0,0,1,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5.000
458,Luke Shaw,Manchester United,England,LB,7,348,0,0,1,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,12.000
103,Toby Collyer,Manchester United,England,DM,6,175,0,0,1,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0.3,5.000
317,Kobbie Mainoo,Manchester United,England,CM,25,1656,0,0,15,5,0,0,1,3,1150,1244,1081,87,2,1,50,151,84,56,1,296,143,0,0,2,3,77,36,2,12,40,18,46,89,58,65,85,59,69,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,50.000
358,Mason Mount,Manchester United,England,AM,17,621,1,0,20,0,0,3,0,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,15,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,9.2,9.2,4.6,28.000
412,Nick Pope,Newcastle United,England,GK,28,2520,0,0,0,0,0,0,0,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,53,0,0,0,0,0,0,0,0,0,35,35,0,2,2,0,88,72,1,0,21,39,2.2,0.1,0.1,0.4,8.000
74,Dan Burn,Newcastle United,England,CB,37,3330,1,1,23,20,11,4,0,5,2421,495,326,66,87,17,20,244,152,62,5,251,155,0,1,13,13,92,3,13,194,11,10,39,196,92,47,110,46,42,0,0,2,34,11,0,0,0,0,2,0,0,0,0.4,0.4,0,6.000
511,Kieran Trippier,Newcastle United,England,RB,25,1308,0,3,4,2,0,0,0,2,1427,818,715,87,7,2,29,229,189,83,2,232,110,0,0,4,7,88,8,2,42,19,2,38,192,90,47,50,19,38,0,0,0,16,1,0,0,0,0,0,0,0,0,1.2,1.2,0.8,4.000
218,Lewis Hall,Newcastle United,England,LB,27,2192,0,4,11,32,18,0,0,0,1907,348,216,62,5,1,20,171,93,54,8,215,134,2,0,26,6,68,20,7,51,2,0,58,279,99,36,134,58,43,0,0,0,9,3,0,0,0,0,3,0,0,0,2,2,1.8,32.000
489,Matt Targett,Newcastle United,England,LB,2,20,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.2,5.000
305,Valentino Livramento,Newcastle United,England,RB,37,2842,0,1,6,18,16,0,0,2,2081,949,710,75,14,2,14,284,172,61,0,97,36,0,1,1,1,63,39,7,94,20,21,54,158,75,48,176,101,57,0,0,0,6,1,0,0,0,0,0,0,0,0,1.1,1.1,1.6,40.000
202,Anthony Gordon,Newcastle United,England,LW,34,2444,6,5,59,41,9,10,1,8,1401,997,780,78,58,8,14,506,383,76,9,540,305,3,2,40,26,158,38,2,5,11,9,32,392,160,41,144,67,47,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0.1,65.000
44,Harvey Barnes,Newcastle United,England,LW,33,1755,9,4,63,5,5,6,0,5,880,616,535,87,47,8,17,193,154,80,1,178,91,0,1,3,6,67,23,3,11,15,0,16,110,51,46,16,10,63,0,0,0,15,0,0,0,0,0,0,0,0,0,1.7,1.7,1.5,35.000
366,Jacob Murphy,Newcastle United,England,RW,35,2379,8,12,43,4,5,5,3,3,1364,569,493,87,12,2,17,273,224,82,3,223,134,1,1,9,5,83,37,2,29,8,4,0,141,83,59,20,7,35,0,0,0,11,4,0,0,0,0,0,0,0,0,3.2,3.2,0.6,16.000
546,Joe Willock,Newcastle United,England,CM,32,1074,0,2,18,11,11,5,0,3,582,405,292,72,4,0,0,153,101,66,6,91,52,0,0,3,3,57,23,0,5,6,4,30,104,36,35,77,23,30,0,0,0,23,4,0,0,0,0,0,0,0,0,1.6,1.6,1.9,22.000
345,Lewis Miley,Newcastle United,England,CM,14,304,1,0,3,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3.1,2.8,3.5,22.000
306,Sean Longstaff,Newcastle United,England,CM,25,786,0,0,6,0,0,0,1,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,0,0,27,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,1.4,1.4,0.3,20.000
547,Callum Wilson,Newcastle United,England,ST,18,357,0,0,6,0,0,1,0,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0.1,0.1,1.1,8.000
502,Harry Toffolo,Nottingham Forest,England,LB,4,135,0,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5.5,5.5,4,3.000
415,Aaron Ramsdale,Southampton,England,GK,30,2700,0,0,0,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,66,66,0,1,2,0,125,66,2,0,0,25,0.1,0.4,0.4,0.2,16.000
236,Callum Hudson-Odoi,Nottingham Forest,England,LW,31,2201,5,2,37,4,7,1,2,8,1116,2137,1926,90,8,1,13,277,232,84,0,560,332,0,0,4,2,168,23,3,12,20,17,22,154,100,65,77,44,57,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,25.000
24,Elliot Anderson,Nottingham Forest,England,CM,37,2742,2,6,40,7,13,0,0,4,2006,868,715,82,33,6,18,238,176,74,1,194,128,0,0,3,3,84,49,2,68,21,8,92,153,83,54,38,18,47,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,0,32.000
191,Morgan Gibbs-White,Nottingham Forest,England,AM,34,2822,7,8,61,20,15,3,0,7,1739,864,651,75,27,4,15,422,296,70,22,381,234,4,4,22,20,119,44,3,0,6,7,43,380,160,42,65,13,20,0,0,0,38,9,1,0,0,0,0,0,0,0,0,0,0,50.000
556,Ryan Yates,Nottingham Forest,England,CM,35,1904,2,0,33,3,8,3,1,7,1115,1423,1243,87,11,4,36,381,290,76,2,348,144,0,0,1,5,157,18,6,60,29,13,42,214,112,52,42,18,43,0,0,0,53,10,0,0,0,0,0,0,0,0,2.3,2.3,1.6,12.000
336,Alex McCarthy,Southampton,England,GK,5,450,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,8,0,3.7,3.7,1.6,0.350
308,Joe Lumley,Southampton,England,GK,3,270,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,2,0,0.2,0.2,0.4,0.500
478,Jack Stephens,Southampton,England,CB,19,1394,1,0,4,4,10,0,1,1,1115,1095,948,87,1,0,0,174,121,70,0,183,69,0,0,0,1,61,3,1,49,21,26,34,94,63,67,126,85,68,0,0,0,13,2,2,0,0,0,1,0,0,0,0.7,0.7,0.4,1.500
553,Nathan Wood,Southampton,England,CB,11,772,0,0,2,0,0,1,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,0,0,14,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,0,0,0,0.4,0.4,3,3.500
155,Ronnie Edwards,Southampton,England,CB,1,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.800
222,Taylor Harwood-Bellis,Southampton,England,CB,34,2828,1,0,20,9,15,2,0,0,2522,1840,1631,89,12,2,17,589,472,80,6,455,244,1,0,3,4,138,5,3,140,35,9,0,244,144,59,56,28,50,0,0,0,35,9,0,0,0,0,3,0,0,0,3.2,3.2,3.5,22.000
65,James Bree,Southampton,England,RB,17,1073,0,1,4,4,0,0,0,0,715,698,573,82,28,5,18,202,150,74,2,144,48,0,0,0,0,73,5,1,27,23,4,19,126,69,55,24,11,46,0,0,0,4,0,0,0,0,0,0,0,0,0,8.6,7.8,6.8,2.500
